Subject,IQ79,Ethnicity,Gender,Employment79,FamilySize79,AFQT '80,AFQT '89,AFQT '06,Income84,FamilySize86,FamilySize90,Employment90,Income94,FamilySize96,FamilySize00,Income04,Income06,FamilySize06,Employment06,Income10,Income12,FamilySize12
9514,,2,2,3,3,17.0,16.0,31947.0,-3,3,2,1,-2.0,2,2,30000.0,18336.0,2,1,20000.0,46000.0,2
9515,,3,2,4,2,6.0,8.0,11683.0,-3,4,4,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9516,,1,2,3,5,-3.0,-3.0,6510.0,469,5,7,4,1200.0,6,6,0.0,65000.0,2,1,0.0,0.0,1
9517,,1,2,7,4,54.0,55.0,59335.0,-3,4,3,1,5300.0,2,2,9000.0,-5.0,-5,-5,23000.0,26500.0,1
9518,,3,1,1,6,13.0,20.0,22879.0,1630,4,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9519,,3,1,1,6,6.0,11.0,19191.0,8500,2,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9520,,3,1,1,6,,,,760,2,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9521,,2,2,4,6,20.0,18.0,10318.0,-3,2,3,3,-3.0,3,4,26000.0,26000.0,4,1,25000.0,30000.0,4
9522,,2,2,5,5,9.0,8.0,7807.0,10000,4,4,1,8000.0,4,3,-5.0,30000.0,1,1,42000.0,50000.0,1
9523,,2,2,1,6,38.0,37.0,47332.0,-3,3,5,4,7800.0,6,6,10000.0,13000.0,4,1,10000.0,45.0,5
9524,,3,1,1,3,8.0,9.0,10781.0,15000,2,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9525,,3,2,3,3,,,-5.0,4000,1,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9526,141.0,3,2,5,4,99.0,96.0,88181.0,16000,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9527,110.0,3,2,3,4,75.0,69.0,66899.0,7000,2,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9528,144.0,3,1,1,4,99.0,99.0,100000.0,-3,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9529,,1,2,4,5,2.0,6.0,6581.0,-3,5,5,4,11000.0,4,4,15000.0,0.0,4,6,0.0,0.0,2
9530,,1,2,1,5,33.0,22.0,27118.0,1000,3,4,1,30.0,-5,4,-1.0,-5.0,-5,-5,65000.0,-5.0,-5
9531,,1,1,5,5,4.0,5.0,3651.0,16000,-5,-5,-5,42000.0,7,7,-5.0,-5.0,-5,-5,61000.0,-5.0,-5
9532,,1,2,5,5,9.0,10.0,9119.0,600,4,4,1,-1.0,5,6,26000.0,-5.0,-5,-5,40000.0,-1.0,3
9533,,1,1,3,5,8.0,8.0,6515.0,16000,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9534,,2,2,1,5,30.0,21.0,21852.0,6000,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,100000.0,1
9535,,2,2,5,5,12.0,4.0,13889.0,-3,4,1,1,1000.0,1,1,21000.0,0.0,1,7,0.0,-2.0,1
9536,,2,2,1,3,19.0,16.0,11001.0,-3,4,3,4,35000.0,3,3,57000.0,52000.0,2,1,56000.0,56000.0,2
9537,,1,2,4,9,2.0,4.0,4809.0,-3,5,1,3,-3.0,3,-5,0.0,0.0,6,1,0.0,0.0,3
9538,,1,1,7,8,1.0,1.0,5856.0,603,7,10,1,5500.0,9,6,10000.0,7000.0,4,6,0.0,300.0,1
9539,,1,1,4,8,1.0,1.0,115.0,3000,2,4,5,-3.0,5,5,31000.0,30000.0,2,1,36500.0,34000.0,2
9540,,1,1,1,5,19.0,32.0,34599.0,5000,4,5,1,21500.0,5,1,12000.0,30000.0,1,1,20000.0,25000.0,1
9541,,1,2,5,5,17.0,24.0,30795.0,2603,1,5,2,-5.0,2,4,30000.0,5000.0,3,1,12000.0,12016.0,3
9542,,2,2,1,7,14.0,9.0,8456.0,-3,4,1,1,2500.0,2,-5,14000.0,25000.0,3,1,26500.0,12315.0,2
9543,,2,1,1,4,77.0,76.0,76660.0,5000,3,4,1,48000.0,2,2,-5.0,-5.0,-5,-5,111400.0,111460.0,3
9544,,2,2,5,5,69.0,72.0,64141.0,6500,3,3,1,33000.0,2,2,50000.0,52.0,2,1,65000.0,70000.0,2
9545,,3,1,1,1,43.0,37.0,27957.0,13000,-5,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9546,,3,1,3,5,31.0,32.0,30069.0,10000,3,1,2,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9547,,1,1,7,6,28.0,17.0,16220.0,-3,4,4,1,35000.0,4,4,38000.0,0.0,5,6,-5.0,-5.0,-5
9548,,1,1,5,6,22.0,13.0,29033.0,600,4,4,1,38000.0,2,2,50000.0,60000.0,2,1,60000.0,62000.0,2
9549,,3,1,5,2,55.0,49.0,45109.0,130,2,1,2,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9550,,1,1,1,4,42.0,32.0,33099.0,15500,2,1,2,25000.0,1,5,130000.0,279816.0,4,1,0.0,-5.0,-5
9551,,1,1,1,4,47.0,42.0,40534.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9552,,2,1,3,4,28.0,18.0,19746.0,-3,3,3,1,18000.0,1,1,20000.0,36000.0,1,1,25000.0,37440.0,1
9553,,2,1,3,4,19.0,15.0,12281.0,-3,3,7,1,5000.0,1,2,45000.0,51000.0,1,1,0.0,0.0,1
9554,,2,2,1,4,26.0,18.0,19242.0,-3,5,4,1,2100.0,4,5,100000.0,56000.0,4,1,12000.0,0.0,3
9555,,2,1,2,4,26.0,29.0,27231.0,-3,5,1,6,-3.0,7,7,0.0,0.0,4,6,0.0,-5.0,-5
9556,,2,2,4,3,11.0,10.0,9120.0,-3,3,3,4,-3.0,3,3,0.0,10000.0,3,7,0.0,0.0,1
9557,,2,2,1,8,20.0,15.0,12792.0,-3,9,3,3,22000.0,3,4,-5.0,47000.0,2,1,64000.0,-1.0,2
9558,,2,2,3,8,2.0,3.0,1216.0,-3,9,8,4,-3.0,3,5,0.0,0.0,6,6,0.0,0.0,7
9559,,2,2,5,8,1.0,2.0,2371.0,-3,9,7,4,1000.0,7,6,0.0,0.0,6,7,0.0,0.0,4
9560,,2,2,5,8,30.0,23.0,35894.0,500,9,2,1,29000.0,2,2,45000.0,49000.0,2,1,-2.0,45000.0,2
9561,,2,1,3,4,8.0,9.0,14054.0,10500,7,6,7,12000.0,5,5,14000.0,14000.0,3,1,0.0,3000.0,7
9562,,3,2,1,1,99.0,99.0,94731.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9563,,3,2,1,1,99.0,99.0,95064.0,12380,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9564,,3,2,1,1,99.0,98.0,99878.0,36574,2,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9565,84.0,2,1,2,3,12.0,8.0,10588.0,17000,1,1,7,1700.0,1,1,28000.0,35000.0,2,1,0.0,75000.0,2
9566,,3,2,1,1,71.0,66.0,52212.0,12000,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9567,78.0,2,2,3,2,3.0,11.0,9449.0,11880,2,3,3,-5.0,3,3,-2.0,-2.0,1,1,0.0,0.0,5
9568,,2,2,5,6,26.0,32.0,36031.0,4500,10,2,1,8500.0,6,6,0.0,0.0,5,7,0.0,12000.0,5
9569,,2,1,3,6,11.0,15.0,18582.0,9000,10,2,1,13500.0,4,4,17000.0,5600.0,4,4,34242.0,1971.0,4
9570,93.0,2,1,1,4,37.0,30.0,27390.0,15000,3,1,1,35500.0,2,2,55000.0,60000.0,2,1,45000.0,38000.0,2
9571,107.0,2,1,5,3,,,,6000,1,5,1,-5.0,6,-5,-5.0,-5.0,-5,-5,-1.0,-5.0,-5
9572,,2,1,5,3,49.0,49.0,54672.0,140,4,2,2,21000.0,1,1,38000.0,42000.0,1,1,46000.0,49000.0,1
9573,,2,1,5,3,11.0,11.0,12503.0,2700,3,3,1,7000.0,2,1,5000.0,2000.0,1,1,0.0,6000.0,1
9574,,1,2,4,5,32.0,26.0,26713.0,11000,4,4,1,25000.0,5,3,39000.0,50000.0,2,1,0.0,52000.0,2
9575,,1,2,4,4,,,,-3,6,4,1,21000.0,4,4,23000.0,25000.0,2,1,29000.0,28911.0,2
9576,,1,2,5,6,64.0,73.0,89867.0,10000,2,1,1,19000.0,2,3,36000.0,39000.0,5,1,49000.0,56000.0,5
9577,42.0,3,1,5,1,59.0,65.0,57073.0,-3,3,5,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9578,38.0,1,2,1,6,47.0,44.0,47674.0,-3,4,2,1,-3.0,5,6,5000.0,5000.0,6,1,30000.0,35000.0,2
9579,35.0,1,2,1,6,26.0,30.0,37621.0,12300,2,3,1,19000.0,4,4,20000.0,25000.0,4,1,25000.0,30000.0,4
9580,48.0,1,1,5,6,37.0,42.0,54916.0,570,4,1,1,25000.0,1,3,100000.0,120000.0,4,1,114000.0,110000.0,4
9581,,2,1,1,5,,,,-3,1,5,8,-5.0,-5,1,2400.0,12000.0,1,1,-5.0,-5.0,-5
9582,,2,2,5,2,81.0,77.0,76011.0,10445,2,3,1,10000.0,6,4,4000.0,0.0,4,7,0.0,0.0,6
9583,,3,1,1,1,98.0,99.0,99821.0,9425,1,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9584,,3,1,1,1,98.0,95.0,82605.0,6000,4,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9585,,3,1,5,1,81.0,89.0,86277.0,10500,3,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9586,108.0,3,1,1,1,88.0,84.0,76397.0,21000,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9587,,3,1,5,1,92.0,99.0,97407.0,5400,1,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9588,,3,1,1,1,99.0,99.0,98941.0,21000,-5,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9589,,3,1,1,1,98.0,97.0,99626.0,36574,2,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9590,,3,2,1,1,98.0,95.0,94591.0,-3,1,1,3,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9591,,3,2,1,1,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9592,,3,2,1,1,71.0,61.0,63865.0,16000,2,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9593,,3,2,1,1,84.0,88.0,84387.0,12000,4,5,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9594,,3,2,1,1,58.0,52.0,61202.0,12000,3,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9595,28.0,3,2,3,1,24.0,21.0,15051.0,700,1,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9596,,3,2,1,1,77.0,81.0,85180.0,-3,4,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9597,,3,2,1,1,93.0,84.0,83919.0,15500,3,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9598,,2,1,3,4,1.0,5.0,6842.0,1000,3,4,3,1000.0,1,-5,5000.0,4780.0,1,1,5328.0,8000.0,1
9599,102.0,3,1,1,2,93.0,88.0,92075.0,6600,2,2,2,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9600,,3,1,7,6,5.0,5.0,6316.0,1403,4,4,7,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9601,,3,1,1,6,10.0,12.0,10717.0,-3,4,5,3,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9602,,3,2,5,6,6.0,5.0,4134.0,-3,4,4,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9603,,3,1,1,3,64.0,67.0,58754.0,9750,3,7,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9604,,3,2,7,4,15.0,31.0,37845.0,-3,3,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9605,,2,1,3,6,16.0,12.0,14241.0,-3,1,1,1,-3.0,1,2,27640.0,20000.0,1,1,30000.0,-5.0,-5
9606,,2,1,3,6,26.0,28.0,38695.0,-3,2,1,1,-5.0,-5,1,14000.0,15000.0,1,7,-5.0,-5.0,-5
9607,,2,1,7,6,31.0,42.0,57216.0,-3,1,-5,-5,9000.0,-5,-5,-5.0,0.0,1,7,4000.0,1000.0,1
9608,67.0,3,2,4,4,68.0,74.0,78119.0,-3,5,5,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9609,,2,2,1,8,24.0,21.0,26484.0,2000,2,3,1,-3.0,3,3,14200.0,-2.0,4,1,-2.0,11832.0,4
9610,,3,2,1,3,75.0,67.0,78233.0,6300,3,3,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9611,,3,2,1,3,27.0,34.0,25187.0,-3,4,4,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9612,,3,1,3,4,8.0,8.0,16143.0,-3,3,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9613,,3,1,3,4,18.0,21.0,20368.0,-3,3,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9614,,3,2,1,4,8.0,8.0,12912.0,-3,2,2,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9615,,3,1,3,4,9.0,12.0,10693.0,2500,1,5,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9616,,3,2,4,6,41.0,25.0,37344.0,1500,4,5,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9617,,3,1,5,6,42.0,42.0,49541.0,12000,7,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9618,,3,1,3,3,19.0,17.0,15595.0,1665,3,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9619,,1,2,1,1,45.0,45.0,50971.0,12596,3,3,1,28000.0,3,3,40000.0,45000.0,1,2,49745.0,61000.0,1
9620,,1,2,7,3,,,,350,5,5,1,-3.0,2,3,0.0,0.0,1,6,0.0,0.0,2
9621,,2,1,1,1,,,,12896,-5,3,3,8500.0,3,-5,-5.0,-2.0,3,1,12000.0,14000.0,3
9622,,1,1,1,3,91.0,84.0,67154.0,13000,1,4,1,45000.0,1,1,31200.0,31000.0,1,1,23200.0,30000.0,1
9623,,3,2,4,2,18.0,21.0,23289.0,800,4,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9624,,1,1,1,1,65.0,58.0,62353.0,-3,7,5,1,35000.0,5,5,45000.0,65000.0,2,2,49920.0,62000.0,2
9625,,1,1,1,1,42.0,37.0,46610.0,-5,-5,-5,-5,-5.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9626,,1,1,1,3,22.0,25.0,26834.0,-5,-5,-5,-5,-5.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9627,,1,2,1,1,47.0,47.0,49875.0,-3,4,4,1,5100.0,4,4,0.0,0.0,4,6,0.0,-5.0,-5
9628,,1,1,1,3,1.0,1.0,192.0,3400,1,2,1,15000.0,2,3,30000.0,36000.0,3,1,0.0,0.0,3
9629,,3,1,1,1,38.0,39.0,27072.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9630,,3,1,1,3,37.0,41.0,42592.0,3500,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9631,,3,2,1,3,85.0,80.0,74600.0,15499,3,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9632,,1,2,7,4,,,-5.0,-5,-5,3,1,-1.0,5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9633,,3,2,1,8,39.0,43.0,31179.0,-3,4,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9634,,2,2,1,5,42.0,50.0,41184.0,11205,4,2,1,21000.0,2,1,33000.0,34600.0,1,1,24000.0,9900.0,1
9635,,2,2,7,5,54.0,64.0,88889.0,3000,4,2,1,20000.0,3,3,18000.0,18000.0,3,1,25000.0,35000.0,3
9636,,2,1,3,4,64.0,71.0,80002.0,-3,3,4,1,24000.0,1,2,20000.0,0.0,2,1,0.0,0.0,1
9637,,1,2,1,6,24.0,16.0,20084.0,8000,3,4,4,14600.0,4,4,34000.0,45000.0,3,1,52000.0,68000.0,2
9638,,1,1,5,6,63.0,70.0,63977.0,-3,2,2,8,-3.0,4,4,42000.0,69384.0,4,1,90000.0,97300.0,3
9639,,1,1,5,6,12.0,7.0,7432.0,-3,3,4,2,47000.0,3,2,51000.0,27000.0,1,6,0.0,0.0,5
9640,,2,2,1,4,32.0,40.0,40346.0,13500,3,3,2,25000.0,4,4,50578.0,65000.0,4,1,70000.0,80000.0,2
9641,,1,2,1,5,49.0,49.0,54165.0,8000,2,2,1,16500.0,2,4,3000.0,12434.0,4,1,19692.0,23000.0,3
9642,,1,1,3,5,70.0,77.0,84300.0,1150,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9643,,1,1,7,5,14.0,15.0,24915.0,6000,1,1,1,-5.0,1,-5,-5.0,30000.0,1,1,0.0,25000.0,2
9644,,1,2,1,5,27.0,31.0,26249.0,8400,1,3,1,21900.0,5,5,15600.0,20000.0,5,1,15000.0,25000.0,7
9645,,1,1,8,1,,,,9000,3,4,1,35000.0,4,6,70000.0,70000.0,5,1,50000.0,54000.0,5
9646,,1,1,5,5,37.0,45.0,52329.0,15700,3,4,1,39980.0,4,5,60000.0,70000.0,5,1,50000.0,80000.0,4
9647,,3,2,1,4,25.0,29.0,37455.0,3000,-5,3,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9648,,1,2,4,3,19.0,13.0,10812.0,100,6,6,4,-3.0,5,3,0.0,0.0,4,7,0.0,0.0,1
9649,84.0,3,1,1,5,20.0,15.0,20031.0,3500,5,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9650,,3,1,3,5,16.0,19.0,24989.0,5000,6,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9651,,1,1,5,3,57.0,47.0,57711.0,17000,2,2,1,34000.0,2,2,46000.0,52000.0,4,1,54000.0,69000.0,3
9652,,1,2,1,2,26.0,22.0,20597.0,-3,4,4,4,16900.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9653,,1,2,1,4,31.0,29.0,37344.0,9000,3,-5,-5,17000.0,1,-5,35000.0,-5.0,-5,-5,-5.0,50000.0,1
9654,,3,2,1,3,20.0,32.0,39218.0,1500,3,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9655,,1,2,1,3,16.0,13.0,16856.0,-5,-5,4,4,-3.0,5,4,45000.0,26000.0,3,1,38000.0,55000.0,2
9656,,3,1,7,6,68.0,70.0,74174.0,4500,6,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9657,,3,2,1,4,65.0,51.0,40469.0,5977,3,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9658,,3,2,5,4,83.0,84.0,88692.0,16000,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9659,,1,2,5,3,5.0,7.0,6912.0,10000,3,3,1,24000.0,2,-5,100000.0,55000.0,3,1,75000.0,36000.0,3
9660,,1,2,5,4,63.0,62.0,46917.0,18500,2,4,1,26971.0,3,4,33012.0,37950.0,4,1,40000.0,46185.0,3
9661,,1,2,1,2,38.0,44.0,51764.0,10000,3,4,1,29000.0,3,3,62000.0,50000.0,2,1,46000.0,160000.0,3
9662,,1,2,5,4,42.0,29.0,44158.0,5500,4,4,1,34800.0,4,3,40000.0,34000.0,4,1,51000.0,54000.0,3
9663,,1,1,2,3,59.0,55.0,43392.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9664,,1,1,7,5,,,-5.0,-5,-5,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9665,,1,2,1,6,32.0,34.0,28498.0,6800,3,1,1,39000.0,1,1,68500.0,59200.0,1,7,75000.0,65000.0,1
9666,,1,1,1,6,46.0,57.0,44676.0,-5,4,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9667,,1,1,1,3,99.0,99.0,100000.0,26700,2,4,1,101653.0,4,4,265933.0,279816.0,4,1,312324.0,343830.0,3
9668,,1,1,1,1,,,,8000,3,1,1,60000.0,1,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9669,,1,1,5,4,45.0,45.0,53360.0,4000,4,3,1,60000.0,4,-5,80000.0,85000.0,1,1,-5.0,-5.0,-5
9670,,2,1,3,4,58.0,54.0,54835.0,-3,5,4,1,28000.0,4,3,-5.0,15000.0,1,4,56000.0,-5.0,-5
9671,,3,2,4,3,14.0,15.0,18145.0,-3,5,4,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9672,,2,2,1,7,32.0,42.0,40244.0,8000,4,2,3,-3.0,3,2,0.0,0.0,2,7,0.0,0.0,2
9673,,2,1,1,6,26.0,27.0,20692.0,-1,3,3,1,-1.0,3,2,-1.0,-1.0,2,1,-5.0,-1.0,2
9674,,2,1,1,6,,,,8000,4,1,1,22000.0,2,4,86500.0,88000.0,2,1,93000.0,120000.0,2
9675,,2,2,5,3,35.0,27.0,38447.0,7003,2,1,1,14000.0,2,1,40000.0,41000.0,1,1,26000.0,55000.0,2
9676,,2,2,1,4,42.0,42.0,37327.0,5588,5,-5,-5,20277.0,3,3,29972.0,35000.0,3,1,51000.0,53000.0,1
9677,,2,1,1,3,45.0,41.0,42142.0,1200,1,3,1,20000.0,4,5,42000.0,68500.0,5,1,45000.0,45000.0,5
9678,,2,1,5,6,6.0,8.0,7334.0,-3,2,3,1,-3.0,3,2,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9679,,2,1,5,4,31.0,38.0,45018.0,1000,2,-5,-5,27400.0,-5,1,26000.0,-5.0,-5,-5,30000.0,40000.0,1
9680,,2,2,5,5,6.0,5.0,2388.0,245,3,5,4,3500.0,5,4,3900.0,12900.0,3,1,25286.0,25000.0,2
9681,,2,1,5,5,4.0,4.0,2064.0,2110,3,1,3,-3.0,1,1,0.0,0.0,1,6,0.0,0.0,2
9682,,2,1,6,8,18.0,34.0,40253.0,-3,7,6,7,-3.0,4,4,0.0,0.0,4,7,0.0,0.0,3
9683,,2,1,3,8,34.0,35.0,24867.0,7000,4,5,5,-3.0,4,1,15847.0,1800.0,1,1,7200.0,27000.0,1
9684,,2,2,5,8,14.0,18.0,24094.0,10000,4,3,1,-3.0,3,4,15000.0,15000.0,1,1,12000.0,0.0,5
9685,,2,1,5,8,3.0,3.0,1391.0,-3,9,6,7,-3.0,3,4,0.0,0.0,4,7,0.0,0.0,3
9686,,2,2,5,7,14.0,12.0,16753.0,5500,3,2,1,3600.0,2,8,4000.0,10000.0,2,1,4900.0,17000.0,2
9687,,2,1,5,5,4.0,9.0,5458.0,1900,3,2,3,500.0,1,-5,23000.0,24000.0,3,1,33500.0,38000.0,4
9688,,2,1,3,3,13.0,12.0,10182.0,3770,1,3,3,-3.0,1,5,27000.0,0.0,5,6,0.0,0.0,3
9689,80.0,2,2,3,4,8.0,14.0,11794.0,-5,-5,2,3,-1.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9690,104.0,2,1,5,4,56.0,56.0,58941.0,-5,-5,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9691,118.0,3,2,1,1,93.0,87.0,82469.0,14000,2,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9692,,3,2,1,1,88.0,77.0,75609.0,4054,3,4,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9693,,3,2,1,4,73.0,72.0,79225.0,8000,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9694,,3,1,5,1,94.0,95.0,94377.0,22212,3,5,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9695,133.0,3,1,7,4,97.0,99.0,98203.0,22000,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9696,110.0,3,1,5,1,99.0,99.0,99812.0,36574,3,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9697,,2,1,5,1,97.0,95.0,89324.0,36574,1,3,1,-3.0,3,4,110000.0,125000.0,4,1,312324.0,-3.0,3
9698,,3,2,1,2,99.0,99.0,99451.0,18200,2,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9699,,3,1,5,1,98.0,97.0,98026.0,22000,4,6,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9700,,3,2,1,1,20.0,22.0,24236.0,2000,1,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9701,,3,1,1,1,86.0,88.0,88636.0,14000,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9702,136.0,3,2,5,1,94.0,96.0,94293.0,14400,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9703,,3,1,7,1,98.0,94.0,86237.0,8500,2,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9704,,3,2,1,1,71.0,70.0,62764.0,24000,2,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9705,,3,2,2,1,,,-5.0,25000,2,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
9706,,2,1,1,3,88.0,85.0,69978.0,25800,3,1,1,18000.0,1,1,19000.0,22000.0,1,1,-5.0,-5.0,-5
9707,,2,2,3,2,38.0,45.0,35834.0,4500,3,3,3,6000.0,3,3,8000.0,7000.0,2,3,4500.0,0.0,2
9708,,2,2,1,1,56.0,67.0,51035.0,17100,1,1,1,61000.0,1,1,-2.0,96000.0,1,1,312324.0,65000.0,1
