Subject,IQ79,Ethnicity,Gender,Employment79,FamilySize79,AFQT '80,AFQT '89,AFQT '06,Income84,FamilySize86,FamilySize90,Employment90,Income94,FamilySize96,FamilySize00,Income04,Income06,FamilySize06,Employment06,Income10,Income12,FamilySize12
2489,,3,1,1,7,70.0,72.0,57850.0,600,2,2,1,18000.0,2,2,30000.0,30000.0,2,1,34000.0,33000.0,2
2490,,3,1,5,5,63.0,59.0,52356.0,750,2,3,1,32000.0,5,5,0.0,0.0,4,1,0.0,0.0,3
2491,,3,1,1,5,62.0,64.0,64709.0,-3,2,6,3,30000.0,4,5,42000.0,45000.0,5,1,50000.0,53000.0,3
2492,,3,2,5,5,28.0,27.0,38249.0,4000,2,4,1,7800.0,6,7,9600.0,0.0,7,1,42000.0,45000.0,4
2493,,3,1,1,5,69.0,58.0,71804.0,1500,1,1,1,20000.0,1,1,20000.0,29500.0,1,1,40000.0,45000.0,1
2494,,3,1,1,1,89.0,82.0,79940.0,7500,3,4,1,42000.0,5,5,75000.0,72000.0,5,1,85000.0,90000.0,2
2495,,3,1,3,2,21.0,24.0,13558.0,3360,1,1,3,13000.0,3,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2496,,3,2,1,3,33.0,35.0,33651.0,4000,4,3,1,-3.0,3,2,0.0,0.0,2,6,0.0,0.0,2
2497,,3,1,1,1,69.0,68.0,81228.0,1900,1,2,1,33000.0,4,4,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2498,,3,1,1,3,35.0,41.0,39968.0,16000,1,4,1,-2.0,4,4,28600.0,32000.0,4,1,38000.0,45000.0,5
2499,,3,2,3,1,,,-5.0,-3,4,4,1,-2.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2500,,3,2,3,5,34.0,27.0,34544.0,-3,4,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2501,,3,2,3,1,44.0,36.0,28235.0,1200,2,2,4,1040.0,2,2,-2.0,15000.0,2,1,20674.0,5164.0,2
2502,,3,1,5,5,91.0,90.0,88459.0,2600,5,1,1,43000.0,3,4,80000.0,86000.0,5,1,108000.0,127000.0,5
2503,,3,2,5,5,57.0,62.0,72816.0,300,5,3,1,22000.0,-5,-5,0.0,-5.0,-5,-5,-5.0,-5.0,-5
2504,,3,1,3,3,51.0,68.0,58556.0,3500,3,1,1,-5.0,1,1,19000.0,24000.0,1,1,27818.0,23000.0,1
2505,,3,2,4,3,64.0,57.0,64202.0,-3,3,3,1,5000.0,2,2,27000.0,30000.0,1,2,0.0,1000.0,5
2506,,3,1,1,3,72.0,53.0,55130.0,5400,3,1,1,34000.0,1,1,45000.0,45000.0,1,1,44000.0,35730.0,2
2507,,3,2,3,3,30.0,25.0,16574.0,10581,3,4,1,20000.0,4,4,33000.0,38000.0,3,1,39000.0,42000.0,2
2508,,3,1,5,6,99.0,96.0,94069.0,23300,3,4,1,36159.0,4,4,71972.0,78000.0,4,1,85411.0,91000.0,2
2509,,3,1,1,6,85.0,86.0,84042.0,18000,4,4,1,35000.0,4,4,70000.0,135000.0,2,1,140000.0,343830.0,2
2510,,3,2,5,6,68.0,77.0,80410.0,300,1,3,3,10000.0,4,5,2500.0,10000.0,5,1,10000.0,7000.0,5
2511,,3,2,5,5,87.0,81.0,78703.0,878,2,2,1,9548.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2512,,3,2,1,5,35.0,39.0,42884.0,4600,2,1,1,-3.0,2,2,20000.0,0.0,2,1,12000.0,13000.0,1
2513,,3,1,1,5,14.0,15.0,32682.0,4000,1,3,1,17000.0,2,3,15000.0,30000.0,3,1,12500.0,10005.0,1
2514,,3,2,3,5,87.0,78.0,73711.0,500,3,4,1,8000.0,4,4,20000.0,30000.0,4,1,35000.0,35000.0,3
2515,,3,2,1,4,76.0,65.0,76886.0,1000,2,4,1,-3.0,5,5,29000.0,-5.0,-5,-5,-5.0,-5.0,-5
2516,,3,1,1,6,59.0,64.0,66867.0,14000,4,3,1,24000.0,4,4,34000.0,40000.0,4,1,42000.0,49000.0,4
2517,,3,1,1,6,81.0,63.0,76005.0,-3,1,2,7,33000.0,4,4,42000.0,47000.0,4,1,58347.0,2500.0,4
2518,,3,1,1,3,74.0,76.0,81543.0,5000,4,5,3,6.0,2,2,16000.0,6000.0,2,1,8200.0,19000.0,1
2519,,3,2,2,2,51.0,66.0,66996.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2520,,3,1,5,5,72.0,88.0,89746.0,4380,2,4,1,42000.0,5,5,89000.0,-5.0,-5,-5,-5.0,-5.0,-5
2521,,3,2,5,4,17.0,13.0,11934.0,10000,2,2,1,4000.0,4,4,20000.0,23000.0,4,1,-2.0,22000.0,3
2522,,3,1,1,3,62.0,54.0,50210.0,17000,5,5,1,40000.0,5,4,50000.0,48000.0,2,1,0.0,60000.0,2
2523,,3,2,1,3,84.0,91.0,90558.0,-3,5,5,1,8500.0,5,5,39700.0,48000.0,2,1,58000.0,68000.0,2
2524,,3,1,1,4,,,,-3,2,3,1,46000.0,4,4,12000.0,37000.0,3,1,33000.0,42000.0,3
2525,,3,2,1,4,29.0,35.0,39571.0,10998,5,4,1,1300.0,2,2,20000.0,26000.0,2,1,0.0,25000.0,2
2526,,3,1,1,5,45.0,47.0,58333.0,10000,2,2,1,800.0,2,2,70000.0,80000.0,2,1,110000.0,120000.0,2
2527,,3,1,5,5,12.0,8.0,9203.0,7000,2,2,1,31000.0,2,2,90000.0,60000.0,2,1,-5.0,100000.0,2
2528,,3,2,5,6,14.0,9.0,13091.0,-3,3,3,4,5200.0,3,3,3200.0,6000.0,2,4,17000.0,8600.0,2
2529,,3,2,5,6,24.0,19.0,28439.0,4000,2,3,1,3100.0,4,4,4061.0,5000.0,4,1,1600.0,2500.0,4
2530,,3,2,5,6,18.0,13.0,18716.0,3796,3,2,4,-3.0,3,4,600.0,27000.0,4,1,0.0,0.0,5
2531,,3,2,4,2,72.0,79.0,70955.0,-3,-5,6,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2532,55.0,3,1,5,4,82.0,77.0,85019.0,22000,3,5,1,46000.0,5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2533,54.0,3,2,5,4,66.0,70.0,81045.0,-3,3,2,1,-3.0,2,4,26000.0,-5.0,-5,-5,-1.0,-1.0,2
2534,,3,1,1,4,94.0,90.0,83061.0,3500,-5,3,3,20000.0,1,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2535,,3,1,1,2,27.0,27.0,24830.0,13597,4,1,1,24000.0,3,1,32200.0,41000.0,1,1,24677.0,50000.0,1
2536,,3,2,1,2,21.0,27.0,30397.0,4332,4,3,2,2500.0,2,2,42000.0,0.0,2,1,40000.0,41000.0,2
2537,,3,1,1,5,38.0,38.0,35987.0,6428,3,3,1,17500.0,3,3,12000.0,13100.0,2,1,15000.0,14000.0,2
2538,,3,2,5,5,10.0,4.0,3243.0,3724,3,4,4,900.0,5,5,5000.0,-2.0,5,1,17000.0,30000.0,3
2539,,3,1,1,1,38.0,29.0,29224.0,14000,2,3,1,18000.0,4,2,34000.0,38000.0,1,1,54000.0,54000.0,1
2540,,3,1,1,5,30.0,27.0,30170.0,9000,2,3,1,18000.0,4,4,26600.0,25000.0,4,1,15600.0,-2.0,2
2541,,3,1,5,4,84.0,99.0,98399.0,12000,3,4,3,38000.0,5,5,57000.0,70000.0,5,1,79000.0,70000.0,3
2542,,3,2,5,4,69.0,52.0,62877.0,3800,2,3,1,-3.0,4,4,12000.0,12800.0,4,2,16000.0,18900.0,3
2543,,3,2,1,3,46.0,45.0,35478.0,3000,1,1,1,-3.0,3,1,30000.0,-1.0,3,1,0.0,50000.0,1
2544,,3,2,1,4,50.0,42.0,38630.0,17500,3,4,1,50000.0,4,4,94000.0,98000.0,4,1,114000.0,115000.0,2
2545,,3,1,5,3,68.0,73.0,75455.0,9500,3,3,1,51000.0,2,1,99000.0,103000.0,1,1,135000.0,135000.0,3
2546,,3,1,5,2,21.0,18.0,23330.0,1200,1,1,1,15000.0,3,-5,20000.0,-2.0,1,1,8000.0,-2.0,1
2547,,2,1,5,4,26.0,29.0,42818.0,10000,3,4,1,42000.0,1,4,48000.0,52000.0,1,1,64000.0,65000.0,1
2548,,3,1,1,6,13.0,7.0,8222.0,-5,3,1,1,27000.0,2,1,40000.0,-5.0,-5,-5,-5.0,-5.0,-5
2549,,3,2,2,6,96.0,97.0,92726.0,11000,2,4,2,24000.0,4,5,35000.0,38000.0,4,1,36000.0,3000.0,4
2550,113.0,3,1,1,6,60.0,74.0,65344.0,6738,2,4,1,29900.0,4,4,37000.0,36660.0,4,1,46000.0,43000.0,2
2551,,3,2,5,6,98.0,99.0,99523.0,6000,2,3,1,26000.0,2,3,37834.0,39500.0,3,1,46500.0,49000.0,4
2552,143.0,3,2,1,6,80.0,80.0,86171.0,500,1,3,1,14000.0,4,4,17000.0,33500.0,4,1,37080.0,46000.0,4
2553,,3,1,1,4,69.0,71.0,72096.0,-3,1,-5,-5,15000.0,3,-5,38000.0,39800.0,3,1,48000.0,28000.0,1
2554,,3,2,1,4,19.0,27.0,39097.0,4500,3,3,3,-3.0,3,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2555,,3,1,7,4,46.0,49.0,40858.0,10000,3,1,1,-3.0,2,3,-2.0,-5.0,-5,-5,,100000.0,1
2556,,3,2,1,5,77.0,69.0,70610.0,6440,2,2,4,-3.0,2,2,16700.0,19000.0,2,1,16000.0,19110.0,2
2557,,3,1,1,5,91.0,86.0,93207.0,4000,4,1,1,47550.0,4,4,89157.0,96000.0,5,1,118000.0,130500.0,4
2558,,1,2,5,1,71.0,75.0,74219.0,1816,3,1,1,30000.0,3,5,60000.0,61000.0,5,1,73000.0,97500.0,5
2559,,3,2,1,3,56.0,57.0,71891.0,50,4,5,5,22000.0,5,5,36500.0,49000.0,3,1,51000.0,52000.0,1
2560,,3,2,1,5,,,,-3,4,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2561,,3,1,1,2,5.0,2.0,5152.0,12000,-5,3,1,-3.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2562,,3,1,1,3,86.0,78.0,86851.0,4689,1,1,2,11000.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2563,,3,1,5,5,67.0,71.0,83187.0,8500,1,1,1,17160.0,1,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2564,,3,2,1,5,54.0,44.0,30568.0,-3,4,6,4,2000.0,6,5,16000.0,16000.0,4,1,22000.0,10000.0,3
2565,,3,2,1,5,99.0,97.0,97161.0,-5,-5,-5,-5,-5.0,-5,4,28600.0,44000.0,3,1,38672.0,-2.0,2
2566,,3,2,1,2,72.0,65.0,74666.0,9500,2,3,1,15000.0,3,3,30000.0,32000.0,3,1,45000.0,54000.0,2
2567,,3,2,5,3,89.0,88.0,95597.0,3100,1,2,1,35000.0,4,2,40000.0,-1.0,2,1,-1.0,-1.0,2
2568,,3,1,1,2,93.0,90.0,76751.0,10584,3,1,1,7200.0,1,1,36000.0,25000.0,1,1,45000.0,30000.0,1
2569,,3,2,1,2,93.0,88.0,88401.0,12597,3,3,7,25000.0,3,4,17000.0,24000.0,3,1,48000.0,47000.0,3
2570,,3,2,1,4,79.0,75.0,75897.0,-3,3,4,1,21000.0,4,4,13000.0,15300.0,3,1,8640.0,20000.0,2
2571,,3,1,5,4,79.0,79.0,90805.0,4245,1,1,1,25000.0,1,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2572,,3,1,5,4,57.0,66.0,66774.0,3200,2,3,1,44000.0,4,4,52900.0,70500.0,4,1,62000.0,71000.0,3
2573,,3,2,1,2,93.0,80.0,82981.0,10228,3,3,1,9000.0,3,3,36000.0,-1.0,2,1,42000.0,44000.0,2
2574,,3,1,5,3,30.0,40.0,37594.0,9755,3,4,1,24500.0,4,4,19000.0,32000.0,4,1,-2.0,35000.0,2
2575,,3,2,3,5,36.0,36.0,31152.0,450,4,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2576,,3,1,5,4,73.0,81.0,79804.0,3200,3,3,1,14500.0,1,3,7000.0,12500.0,3,1,0.0,0.0,3
2577,,3,2,5,3,30.0,22.0,27254.0,-3,4,3,1,28000.0,3,3,40000.0,52000.0,1,1,50000.0,55000.0,1
2578,,3,1,5,3,12.0,13.0,7222.0,10000,2,4,1,14000.0,5,6,22900.0,22000.0,6,1,15000.0,26000.0,4
2579,,3,1,1,4,84.0,95.0,98327.0,4000,4,1,1,20057.0,1,4,25000.0,26350.0,3,1,31352.0,0.0,1
2580,106.0,3,2,5,4,59.0,64.0,64668.0,10000,2,3,1,13800.0,-5,3,-1.0,-1.0,3,1,-1.0,-1.0,3
2581,91.0,3,1,5,4,42.0,42.0,42748.0,21120,3,4,1,24000.0,4,4,31000.0,0.0,3,1,41000.0,42000.0,2
2582,79.0,3,1,3,5,10.0,12.0,20223.0,18203,4,4,1,20000.0,4,-5,30079.0,34000.0,5,1,62000.0,65000.0,1
2583,86.0,3,1,5,5,35.0,37.0,52606.0,-3,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2584,,3,1,5,5,5.0,6.0,10007.0,5100,1,4,2,17000.0,1,2,20000.0,44000.0,3,1,40000.0,45000.0,2
2585,93.0,3,2,4,4,50.0,50.0,51366.0,8300,-5,1,1,21000.0,1,1,48600.0,56000.0,2,1,65000.0,68000.0,2
2586,97.0,3,1,1,4,42.0,43.0,42596.0,22000,-5,2,2,30000.0,-5,-5,50000.0,-5.0,-5,-5,-5.0,120000.0,3
2587,,3,1,1,3,4.0,5.0,6212.0,2000,2,2,7,-3.0,1,1,30000.0,25500.0,2,1,26000.0,30000.0,2
2588,123.0,3,2,5,4,98.0,99.0,97318.0,10000,2,3,4,14000.0,3,3,61000.0,70000.0,3,1,79000.0,78000.0,2
2589,,3,1,5,4,91.0,91.0,94663.0,-3,1,1,1,54000.0,2,2,96500.0,125000.0,4,1,-1.0,-1.0,4
2590,105.0,3,2,5,6,87.0,85.0,87121.0,9903,2,2,3,40000.0,2,1,45000.0,60000.0,1,1,96000.0,25000.0,3
2591,89.0,3,2,5,6,63.0,66.0,66724.0,6400,3,3,2,9700.0,2,2,29000.0,34000.0,3,1,32000.0,36000.0,2
2592,95.0,3,2,5,6,49.0,39.0,43541.0,-3,2,3,1,15800.0,3,3,5800.0,22800.0,1,1,14000.0,5000.0,2
2593,,3,1,5,7,5.0,4.0,3178.0,800,1,3,1,13500.0,5,5,72000.0,0.0,7,7,0.0,0.0,6
2594,99.0,3,1,3,4,42.0,40.0,34866.0,20000,4,4,2,26500.0,4,3,51000.0,62000.0,2,1,117000.0,120000.0,2
2595,82.0,3,1,1,3,17.0,16.0,19489.0,-3,3,3,3,7000.0,3,3,16952.0,25000.0,2,1,-2.0,-1.0,2
2596,,3,2,4,3,13.0,13.0,15430.0,-3,3,3,4,-3.0,3,3,0.0,0.0,2,7,0.0,0.0,2
2597,90.0,3,1,3,6,33.0,36.0,50916.0,-3,2,1,1,14000.0,3,3,-5.0,55000.0,3,1,51000.0,-5.0,-5
2598,,3,1,5,6,6.0,8.0,17817.0,16000,3,5,2,16000.0,3,1,21000.0,14000.0,3,1,23000.0,-5.0,-5
2599,70.0,3,2,1,6,8.0,13.0,12767.0,-3,4,2,3,-3.0,2,3,-1.0,0.0,2,7,0.0,0.0,2
2600,122.0,3,2,5,6,93.0,86.0,91908.0,6500,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2601,90.0,3,1,1,4,,,,-3,4,1,3,17500.0,1,2,32000.0,13500.0,2,7,0.0,0.0,2
2602,,3,1,5,5,64.0,55.0,73986.0,8900,4,1,2,21000.0,3,4,45000.0,37000.0,5,1,130000.0,40000.0,5
2603,109.0,3,2,5,5,68.0,75.0,86396.0,1190,2,2,4,28000.0,2,2,42000.0,41000.0,1,7,17000.0,18000.0,3
2604,,3,1,5,5,45.0,64.0,74370.0,8788,2,3,1,32000.0,3,3,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2605,90.0,3,2,3,1,23.0,19.0,15538.0,2522,4,3,1,36000.0,3,1,56000.0,60000.0,2,1,68000.0,80000.0,2
2606,113.0,3,2,5,3,83.0,81.0,78782.0,16700,2,4,1,2500.0,4,4,32000.0,51000.0,4,1,0.0,-5.0,-5
2607,135.0,3,2,5,3,97.0,88.0,90608.0,6761,2,3,1,25000.0,4,4,35000.0,35000.0,4,1,47000.0,44633.0,4
2608,124.0,3,2,5,5,94.0,92.0,97809.0,8000,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2609,,3,1,8,4,,,-5.0,198,3,4,1,-1.0,4,4,-1.0,-1.0,3,1,-5.0,-5.0,-5
2610,118.0,3,1,5,5,84.0,82.0,81963.0,11250,1,1,1,4000.0,3,1,22000.0,25000.0,1,1,6000.0,0.0,1
2611,95.0,3,1,3,4,64.0,69.0,71378.0,2000,1,1,1,43000.0,2,-5,-5.0,-5.0,-5,-5,0.0,-5.0,-5
2612,88.0,3,1,4,4,22.0,26.0,29620.0,3900,2,2,7,-3.0,1,1,20000.0,-2.0,1,1,0.0,0.0,1
2613,,3,1,1,3,82.0,79.0,75030.0,3501,3,3,1,28500.0,3,3,38300.0,40000.0,3,1,0.0,58000.0,3
2614,67.0,3,1,5,6,18.0,20.0,23741.0,-3,3,4,8,-3.0,4,4,42000.0,50000.0,4,1,0.0,0.0,1
2615,,3,2,5,6,56.0,67.0,76118.0,5000,3,5,4,7000.0,5,6,14000.0,17000.0,6,1,22729.0,24198.0,4
2616,102.0,3,1,1,3,85.0,71.0,56648.0,-5,3,4,1,44000.0,4,4,74000.0,95000.0,3,1,140000.0,110240.0,3
2617,,3,1,5,3,5.0,3.0,2497.0,1698,4,4,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2618,,3,1,5,1,,,-5.0,-5,-5,-5,-5,19000.0,3,3,50000.0,55000.0,3,1,-5.0,-5.0,-5
2619,,3,1,1,1,56.0,64.0,52931.0,36574,4,4,1,-2.0,5,5,-1.0,-1.0,3,1,-1.0,-1.0,2
2620,97.0,3,1,1,2,67.0,70.0,67777.0,36574,4,4,1,27000.0,1,2,78000.0,59500.0,2,1,73000.0,103000.0,2
2621,101.0,3,1,1,4,,,,2000,2,3,1,1800.0,3,3,40600.0,40000.0,3,1,12000.0,41500.0,2
2622,115.0,3,2,5,6,73.0,80.0,93856.0,-3,3,1,1,15000.0,3,3,32000.0,33000.0,2,1,40000.0,40000.0,2
2623,91.0,3,2,1,1,20.0,25.0,25070.0,7000,2,3,3,-3.0,3,3,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2624,,3,2,1,3,99.0,99.0,95078.0,-3,4,3,1,22000.0,3,3,-1.0,0.0,3,7,-5.0,-5.0,-5
2625,,3,1,7,5,48.0,58.0,60770.0,-3,4,3,4,-3.0,3,3,0.0,0.0,4,7,0.0,0.0,1
2626,,3,2,5,3,74.0,67.0,63940.0,3000,2,1,1,27000.0,3,4,19500.0,38000.0,4,1,-2.0,27000.0,3
2627,90.0,3,2,5,3,36.0,33.0,44006.0,-1,3,3,1,14850.0,3,4,20000.0,23000.0,4,1,30000.0,45000.0,4
2628,,3,2,5,2,88.0,82.0,77623.0,1032,2,4,4,6000.0,4,4,-2.0,8000.0,3,1,5567.0,9500.0,2
2629,,3,2,4,4,53.0,53.0,58878.0,5300,3,3,1,14500.0,3,2,35000.0,39264.0,2,1,56000.0,71600.0,1
2630,122.0,3,1,5,2,59.0,66.0,74682.0,2000,1,1,1,48000.0,2,3,50000.0,70000.0,4,1,148000.0,170000.0,4
2631,103.0,3,1,5,5,79.0,67.0,69118.0,5000,6,1,1,16000.0,2,4,47000.0,44100.0,3,1,60000.0,65000.0,2
2632,,3,1,5,5,38.0,35.0,47268.0,-3,1,3,1,19000.0,1,1,23000.0,35000.0,1,1,-5.0,-5.0,-5
2633,126.0,3,1,5,5,99.0,99.0,99581.0,8300,1,1,1,-3.0,3,4,78000.0,92000.0,4,1,110000.0,110000.0,3
2634,93.0,3,1,1,3,63.0,53.0,52493.0,-3,3,4,8,-3.0,5,5,-5.0,35000.0,4,1,47000.0,60000.0,2
2635,103.0,3,2,4,2,47.0,52.0,32062.0,12000,4,3,3,13500.0,3,3,26000.0,25000.0,3,1,27000.0,28000.0,2
2636,103.0,3,2,5,1,57.0,56.0,58714.0,1400,2,2,1,15000.0,2,3,37000.0,40500.0,3,1,-5.0,-5.0,-5
2637,112.0,3,1,5,4,97.0,93.0,91219.0,15000,1,2,1,40000.0,3,3,45000.0,48000.0,3,1,-1.0,55000.0,3
2638,100.0,3,2,5,4,38.0,47.0,61133.0,3000,2,3,1,25000.0,3,3,-5.0,-1.0,3,1,-5.0,-5.0,-5
2639,,3,1,2,3,27.0,19.0,20581.0,6000,4,4,6,17900.0,3,2,26000.0,87000.0,2,1,2000.0,21000.0,1
2640,,3,2,1,3,48.0,38.0,41277.0,-3,4,4,1,6000.0,3,2,5000.0,8700.0,2,2,11000.0,12000.0,1
2641,,1,1,1,7,,,,560,2,2,1,14000.0,-5,-5,0.0,0.0,4,6,-5.0,-5.0,-5
2642,,3,1,5,4,84.0,87.0,94600.0,6000,3,2,1,34000.0,4,5,60000.0,68000.0,5,1,101500.0,102000.0,5
2643,,1,1,3,5,38.0,42.0,43783.0,7200,1,1,3,21000.0,1,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2644,,1,1,5,5,31.0,26.0,36729.0,350,1,2,1,10000.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2645,,1,2,4,6,11.0,8.0,8642.0,3000,4,3,1,18000.0,4,4,12000.0,27500.0,4,7,80000.0,45000.0,2
2646,,1,2,5,12,79.0,70.0,74779.0,19000,2,3,2,27000.0,3,3,81000.0,90000.0,3,1,99000.0,107000.0,2
2647,,1,1,6,8,54.0,55.0,47616.0,-3,9,4,1,20000.0,2,3,32000.0,279816.0,3,1,-5.0,0.0,3
2648,,1,2,5,8,38.0,45.0,46315.0,460,1,3,1,23500.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2649,,1,1,5,11,84.0,99.0,98587.0,200,3,3,4,27000.0,1,1,34300.0,37000.0,1,2,-5.0,-5.0,-5
2650,,1,1,5,11,66.0,57.0,57532.0,11462,10,12,1,11000.0,3,4,33000.0,15000.0,4,1,0.0,0.0,4
2651,,1,2,5,11,23.0,35.0,44873.0,1000,11,12,1,14400.0,9,3,0.0,3983.0,3,1,-1.0,18720.0,3
2652,,1,2,5,11,30.0,27.0,53648.0,961,1,12,1,-3.0,3,6,32000.0,31658.0,7,1,33761.0,35000.0,1
