"R0000100","R0214700","R0214800","R0618200","R0618300","R0618301"
10203,2,2,17,18,20675
10204,2,1,13,16,22003
10205,2,1,1,1,1341
10206,3,1,62,59,62657
10207,3,1,64,56,50346
10208,3,1,55,52,48213
10209,3,1,28,26,30993
10210,3,2,41,38,57734
10211,1,2,54,49,51742
10212,3,2,29,27,18142
10213,3,2,50,39,33250
10214,3,2,16,17,21816
10215,3,2,45,46,47718
10216,3,2,64,62,74886
10217,3,1,6,7,5147
10218,3,2,34,38,56962
10219,3,2,68,67,64176
10220,3,2,8,10,7212
10221,3,2,80,67,58832
10222,3,2,71,59,57209
10223,3,1,-4,-4,-4
10224,3,1,19,22,23407
10225,3,2,30,32,36809
10226,1,2,89,84,82607
10227,3,2,13,15,12931
10228,3,1,16,16,20772
10229,2,2,32,33,28906
10230,3,1,44,46,50066
10231,3,2,12,17,19978
10232,2,1,49,68,62977
10233,2,2,23,21,35132
10234,2,2,26,27,35418
10235,2,1,80,79,85500
10236,2,2,6,4,1048
10237,2,2,20,19,18070
10238,2,2,10,10,13672
10239,2,1,-4,-4,-4
10240,3,1,50,49,47230
10241,3,2,47,37,40828
10242,3,1,35,40,39183
10243,3,2,66,55,48040
10244,3,1,-4,-4,-4
10245,3,2,-4,-4,-4
10246,3,2,68,70,74645
10247,3,1,1,1,499
10248,3,1,1,3,4316
10249,3,1,1,2,8933
10250,3,1,1,4,8092
10251,3,1,58,57,60884
10252,3,2,64,58,62615
10253,1,1,11,12,9169
10254,3,2,75,63,61991
10255,3,2,23,33,31721
10256,3,1,27,22,32175
10257,3,2,5,5,5324
10258,3,1,4,3,1035
10259,2,2,1,3,7297
10260,3,2,23,25,31899
10261,3,2,46,52,69047
10262,3,2,17,15,11827
10263,3,1,94,95,93436
10264,3,1,87,90,83325
10265,3,1,91,87,86129
10266,3,1,64,79,77160
10267,3,2,65,58,60315
10268,3,2,46,42,38221
10269,3,2,88,91,81557
10270,3,2,96,92,88398
10271,3,2,87,85,81595
10272,3,2,56,65,63850
10273,3,2,65,65,61360
10274,3,1,98,87,86897
10275,3,1,81,79,67073
10276,3,2,75,72,70807
10277,3,2,75,69,74523
10278,3,1,22,25,22497
10279,3,2,83,81,69450
10280,3,2,91,93,97097
10281,3,2,91,89,75214
10282,3,2,71,71,66173
10283,3,2,24,29,27257
10284,3,1,-4,-4,-4
10285,3,1,-4,-4,-4
10286,3,2,14,13,9213
10287,3,2,-4,-4,-4
10288,3,1,-4,-4,-5
10289,3,1,-4,-4,-4
10290,3,2,6,8,6052
10291,3,2,28,32,42644
10292,3,2,28,27,29031
10293,3,2,38,36,44137
10294,3,1,15,8,14497
10295,3,2,21,29,33397
10296,3,2,54,53,41729
10297,3,2,72,67,73916
10298,3,1,25,30,34850
10299,3,2,17,19,25532
10300,3,2,44,44,51524
10301,3,1,14,14,14884
10302,3,2,30,23,22599
10303,1,2,2,3,5871
10304,1,2,38,43,54153
10305,1,1,88,87,79191
10306,1,2,51,53,62705
10307,1,1,26,27,52482
10308,1,2,34,42,42882
10309,1,2,65,69,77202
10310,1,2,35,30,31559
10311,1,1,20,23,28229
10312,1,2,42,34,49359
10313,2,2,26,25,33103
10314,1,2,1,3,6229
10315,1,1,20,17,12615
10316,2,1,1,1,7570
10317,2,2,14,17,15965
10318,2,1,5,5,8416
10319,2,1,3,6,8304
10320,2,1,78,78,80830
10321,2,2,4,7,4696
10322,3,1,-4,-4,-5
10323,3,1,20,19,9822
10324,2,1,3,3,4183
10325,2,1,-4,-4,-5
10326,2,1,30,30,22148
10327,2,1,7,6,5596
10328,2,1,2,1,4676
10329,2,2,21,27,30231
10330,2,1,1,2,5476
10331,2,2,2,3,2743
10332,2,2,4,9,10649
10333,2,1,5,5,9288
10334,2,2,1,3,10970
10335,2,2,13,9,14024
10336,2,2,20,19,31376
10337,2,1,6,6,12099
10338,2,1,4,5,10512
10339,2,1,25,43,50933
10340,2,2,13,9,11170
10341,2,1,65,62,74122
10342,3,2,71,77,82602
10343,3,1,46,43,51271
10344,3,2,38,39,49226
10345,3,2,76,62,58815
10346,3,1,15,22,30410
10347,3,1,4,6,4468
10348,3,1,13,12,10893
10349,3,2,11,8,8432
10350,3,2,-4,-4,-5
10351,3,1,16,12,16081
10352,3,1,42,40,52894
10353,3,1,30,29,36475
10354,3,2,52,64,69539
10355,3,1,3,2,1270
10356,3,1,37,35,29925
10357,3,1,36,35,43750
10358,1,2,9,8,6140
10359,1,2,-4,-4,-5
10360,1,2,-4,-4,-4
10361,3,2,1,1,1391
10362,2,2,44,48,52797
10363,2,1,51,58,67553
10364,3,1,75,89,93992
10365,3,2,94,93,92996
10366,3,2,64,63,64332
10367,3,2,50,78,87970
10368,2,1,90,96,92803
10369,2,2,18,15,11075
10370,1,1,9,7,4486
10371,1,2,6,5,10146
10372,1,2,-4,-4,-5
10373,2,2,-4,-4,-5
10374,2,2,1,1,5328
10375,1,2,-4,-4,-4
10376,1,2,-4,-4,-4
10377,1,2,13,13,14722
10378,2,2,30,44,65633
10379,2,2,43,46,49633
10380,3,1,13,17,41624
10381,1,1,80,67,63687
10382,1,1,73,68,68393
10383,1,2,3,2,3107
10384,1,1,11,12,11242
10385,1,1,30,38,50907
10386,1,1,9,12,10158
10387,3,1,-4,-4,-5
10388,3,2,22,19,24195
10389,2,1,19,21,12541
10390,1,2,42,35,29281
10391,2,1,4,3,5355
10392,1,1,9,17,18049
10393,3,2,63,51,51750
10394,3,2,71,78,71896
10395,3,2,-4,-4,-4
10396,3,2,60,64,52144
10397,1,1,-4,-4,-5
10398,3,1,46,55,51112
10399,3,2,45,52,44202
10400,3,2,70,69,68372
10401,1,2,48,51,51646
10402,1,2,60,74,83972
10403,3,1,73,67,63451
10404,3,1,43,38,32191
10405,1,1,70,77,67766
10406,1,2,98,97,97484
10407,1,1,86,93,94197
10408,3,1,27,35,32588
10409,3,2,56,46,32584
10410,2,1,-4,-4,-4
10411,3,2,11,7,19101
10412,2,1,8,9,7959
10413,3,2,74,81,71953
10414,3,1,11,9,17669
10415,3,2,-4,-4,-4
10416,3,1,78,84,86941
10417,3,1,4,6,8483
10418,3,2,2,1,1942
10419,3,2,28,25,19386
10420,3,2,21,16,21838
10421,2,2,21,17,19289
10422,2,2,21,17,13629
10423,2,1,9,5,6224
10424,2,1,8,7,7014
10425,2,1,11,12,9870
10426,2,1,38,53,55495
10427,1,2,37,29,31312
10428,1,2,23,30,27501
10429,1,2,14,12,9967
10430,1,1,1,1,5749
10431,1,1,3,2,1486
10432,2,1,2,3,2220
10433,2,2,19,10,8928
10434,2,1,4,1,4576
10435,2,1,58,42,30904
10436,1,2,20,21,16324
10437,3,2,40,37,28964
10438,2,1,45,42,40759
10439,2,1,18,17,21434
10440,2,1,84,87,77832
10441,3,1,79,77,79039
10442,3,2,70,68,68056
10443,1,2,14,15,24891
10444,1,2,27,32,38031
10445,1,2,-4,-4,-5
10446,3,2,3,3,2266
10447,3,1,1,1,5273
10448,1,2,47,58,68948
10449,1,1,65,72,72387
10450,1,2,32,36,33325
10451,1,2,-4,-4,-4
10452,2,2,38,30,18321
10453,2,1,5,6,6221
10454,2,1,35,51,47884
10455,2,1,4,4,7111
10456,3,2,84,80,69889
10457,3,1,81,86,77644
10458,3,2,93,88,88388
10459,3,2,67,61,70160
10460,3,2,32,30,20197
10461,3,1,55,65,52012
10462,3,1,74,82,66888
10463,3,1,94,93,82575
10464,3,1,-4,-4,-4
10465,3,2,14,18,18199
10466,3,1,16,20,33495
10467,3,2,36,32,46640
10468,1,2,28,27,27206
10469,2,1,-4,-4,-4
10470,2,1,56,55,52688
10471,2,1,36,35,38924
10472,1,2,24,20,29277
10473,3,1,-4,-4,-5
10474,3,2,60,61,56005
10475,3,2,40,37,36683
10476,3,1,12,15,20320
10477,3,2,51,53,40135
10478,1,2,38,38,38235
10479,1,1,8,9,16082
10480,3,2,42,48,37643
10481,1,2,50,57,58159
10482,1,1,9,5,2577
10483,3,1,13,13,16290
10484,3,2,36,35,42955
10485,3,2,20,13,14477
10486,1,2,57,62,69604
10487,2,1,13,8,8677
10488,2,1,23,25,38215
10489,2,1,12,10,25688
10490,1,1,23,21,32135
10491,2,2,5,5,4527
10492,1,1,28,36,36563
10493,1,1,4,8,7004
10494,3,2,10,8,10388
10495,3,1,53,72,92362
10496,3,2,40,29,28080
10497,3,2,16,21,25518
10498,3,2,47,57,64501
10499,1,1,44,40,53222
10500,1,2,24,18,15527
10501,1,1,57,61,54073
10502,3,2,14,10,6692
10503,1,1,36,32,25857
10504,1,2,25,21,17543
10505,1,1,-4,-4,-4
10506,1,2,7,5,3304
10507,1,2,38,35,34286
10508,3,1,70,70,72025
10509,1,1,-3,-3,43998
10510,1,1,-4,-4,-4
10511,1,2,-4,-4,-4
10512,1,2,34,32,33003
10513,1,2,49,42,37028
10514,1,2,14,12,17268
10515,1,2,34,33,47684
10516,1,2,37,23,28649
10517,1,1,16,22,25247
10518,1,2,22,22,23242
10519,1,1,-4,-4,-4
10520,1,1,-3,-3,2977
10521,1,2,6,3,2839
10522,1,2,1,1,115
10523,1,1,6,5,7700
10524,1,1,1,1,3412
10525,1,1,8,13,24758
10526,1,2,14,7,7256
10527,1,1,9,12,23051
10528,2,2,42,37,46916
10529,1,2,72,65,77625
10530,1,2,3,4,1487
10531,1,1,10,7,7114
10532,1,2,17,13,5754
10533,2,2,23,28,36227
10534,2,2,25,26,40831
10535,1,2,72,61,70251
10536,1,2,38,41,48355
10537,1,2,18,21,47391
10538,1,2,9,7,3946
10539,3,2,66,76,78061
10540,1,1,45,43,47924
10541,1,1,56,41,48438
10542,1,2,19,14,23044
10543,1,2,21,19,31137
10544,1,2,18,11,17122
10545,1,1,10,12,7226
10546,1,2,4,8,7877
10547,1,1,14,19,12629
10548,1,1,9,17,25708
10549,2,2,38,41,46810
10550,1,2,17,13,9123
10551,1,2,5,6,10002
10552,1,1,20,16,11899
10553,1,1,52,48,39316
10554,1,2,34,29,30379
10555,1,1,4,5,4304
10556,3,1,8,8,3201
10557,3,1,8,8,11816
10558,3,2,16,15,26739
10559,3,2,13,11,17029
10560,3,2,35,35,45871
10561,1,1,66,77,76257
10562,3,2,27,32,33538
10563,3,1,57,70,77698
10564,3,2,27,25,41948
10565,1,2,24,22,18213
10566,2,1,1,1,1276
10567,2,1,1,2,3868
10568,2,1,1,4,6675
10569,2,2,17,13,10328
10570,3,1,2,1,815
10571,3,2,1,2,2122
10572,1,2,15,16,26657
10573,1,2,3,4,1170
10574,1,1,1,1,0
10575,3,1,6,10,4705
10576,3,1,27,25,29225
10577,3,2,19,22,30695
10578,2,2,49,42,44975
10579,2,2,13,13,12822
10580,2,1,48,39,46228
10581,2,2,27,22,21423
10582,2,2,59,61,51145
10583,2,1,3,3,3358
10584,2,1,25,28,37532
10585,2,1,48,53,46108
10586,2,2,11,10,11326
10587,3,1,8,8,3068
10588,3,2,38,41,44054
10589,3,2,38,30,28511
10590,1,2,17,17,19376
10591,3,2,-4,-4,-5
10592,3,2,18,13,18714
10593,3,1,58,59,51982
10594,3,2,38,33,33099
10595,3,1,-4,-4,-5
10596,3,2,-4,-4,-4
10597,3,2,98,98,99199
10598,2,2,-4,-4,-4
10599,3,2,82,84,86488
10600,1,1,16,16,12273
10601,2,1,25,25,28543
10602,1,2,11,10,3779
10603,2,1,21,12,12354
10604,3,2,99,97,90153
10605,2,1,22,29,25729
10606,2,1,9,11,10124
10607,2,2,55,55,54893
10608,2,1,-4,-4,-4
10609,3,1,35,48,57142
10610,1,2,58,59,61866
10611,3,1,4,2,4429
10612,3,1,88,80,79145
10613,3,1,56,64,77197
10614,3,1,99,99,97989
10615,2,2,16,18,9493
10616,2,1,32,36,33270
10617,3,1,89,84,68905
10618,3,2,73,62,55964
10619,2,2,42,35,26552
10620,3,1,63,45,33762
10621,2,2,30,40,35210
10622,2,2,78,79,66495
10623,3,1,96,90,89903
10624,3,2,67,84,76036
10625,3,2,83,70,77106
10626,3,2,83,82,78133
10627,3,2,54,44,44731
10628,1,2,41,31,27671
10629,3,2,49,51,41236
10630,2,2,24,23,17215
10631,2,1,46,44,39485
10632,2,1,51,52,42630
10633,3,2,99,99,98853
10634,2,2,20,19,14627
10635,3,1,64,57,52225
10636,3,2,63,57,56568
10637,1,2,-4,-4,-5
10638,3,1,36,29,24515
10639,3,1,49,56,44725
10640,3,1,47,45,39545
10641,3,1,71,70,54958
10642,2,1,79,75,77310
10643,3,1,90,93,93775
10644,3,2,-4,-4,-5
10645,1,2,73,61,66010
10646,3,2,96,79,84148
10647,3,2,85,86,86547
10648,2,2,50,63,69448
10649,3,2,31,33,36671
10650,2,2,-4,-4,-4
10651,3,2,71,80,87628
10652,3,2,91,84,68026
10653,3,2,54,47,47068
10654,3,1,84,91,83822
10655,2,1,12,13,15519
10656,3,1,79,61,60413
10657,2,1,-4,-4,-4
10658,3,1,52,51,46902
10659,3,1,70,50,46265
10660,3,1,42,40,48048
10661,2,1,26,20,20039
10662,1,1,27,31,22235
10663,3,1,53,59,50897
10664,2,1,24,22,28329
10665,3,1,23,24,20910
10666,2,1,18,23,23168
10667,2,1,36,35,28454
10668,2,1,9,6,4212
10669,3,1,-4,-4,-4
10670,2,1,16,15,20173
10671,3,1,25,28,19924
10672,2,1,23,25,30100
10673,3,1,46,49,29939
10674,3,2,71,69,67961
10675,2,1,-4,-4,-5
10676,2,2,20,15,15517
10677,3,2,27,36,34574
10678,3,1,76,85,87673
10679,3,1,73,61,50483
10680,2,2,8,5,2043
10681,3,2,79,63,61009
10682,3,2,53,54,51301
10683,3,2,57,51,49113
10684,3,2,82,86,86393
10685,3,2,45,44,47478
10686,3,2,77,61,57062
10687,3,2,69,57,44123
10688,2,2,44,56,47397
10689,3,2,66,66,72537
10690,2,2,36,34,21583
10691,3,2,75,72,66954
10692,3,1,87,80,76978
10693,3,2,81,73,70478
10694,3,1,42,42,35710
10695,1,2,75,68,75215
10696,3,2,59,62,46327
10697,3,1,51,43,39290
10698,3,1,32,25,23280
10699,3,1,22,23,17481
10700,3,1,66,69,56119
10701,3,1,89,81,86334
10702,3,1,-4,-4,-4
10703,3,1,34,29,26944
10704,2,1,6,8,10517
10705,3,1,71,45,39389
10706,2,1,52,53,49726
10707,1,1,41,30,30584
10708,3,1,39,31,26547
10709,3,1,47,37,28178
10710,2,2,9,14,12826
10711,3,2,69,67,60808
10712,2,2,15,17,16706
10713,3,2,-4,-4,-4
10714,3,1,74,64,50085
10715,3,1,53,50,46167
10716,3,1,35,36,28920
10717,3,1,84,87,82525
10718,2,1,20,21,20762
10719,2,1,-4,-4,-4
10720,3,2,53,62,43996
10721,3,1,91,86,79396
10722,3,1,9,4,4176
10723,2,1,-4,-4,-4
10724,3,1,86,94,84554
10725,3,1,27,25,20073
10726,3,1,23,22,12131
10727,2,1,-4,-4,-5
10728,3,1,68,65,69607
10729,2,1,13,13,18816
10730,2,1,43,41,26698
10731,3,2,66,80,78903
10732,3,1,74,54,60171
10733,2,2,26,22,18294
10734,3,2,-4,-4,-4
10735,1,2,39,44,36938
10736,3,2,27,35,27936
10737,3,1,49,37,31961
10738,3,1,75,71,58926
10739,3,1,39,39,39173
10740,2,1,7,6,6705
10741,1,2,-4,-4,-4
10742,1,1,28,24,13356
10743,3,1,63,55,43903
10744,3,2,68,68,75562
10745,3,1,79,77,71115
10746,1,2,83,80,80353
10747,3,1,60,68,63374
10748,3,1,64,78,60761
10749,2,1,-4,-4,-4
10750,3,1,75,63,57114
10751,3,2,48,42,40192
10752,3,2,75,70,55606
10753,3,1,48,52,44779
10754,2,1,49,50,43032
10755,3,1,32,35,32036
10756,3,1,91,87,83156
10757,3,1,76,77,83378
10758,3,1,94,90,85321
10759,3,1,-4,-4,-5
10760,3,1,18,15,11743
10761,3,1,72,72,66200
10762,3,1,38,35,31611
10763,3,1,74,68,61772
10764,3,1,67,78,58548
10765,1,1,33,31,25102
10766,1,1,65,54,58441
10767,3,1,35,32,35528
10768,3,1,71,51,54084
10769,1,1,63,45,37227
10770,3,1,43,53,52787
10771,3,1,57,62,66049
10772,2,1,15,14,20001
10773,2,1,25,21,12214
10774,3,1,91,81,85026
10775,3,1,91,86,82429
10776,3,1,85,90,77059
10777,3,1,85,90,90050
10778,3,1,82,82,66973
10779,3,1,69,56,66897
10780,3,1,36,45,41598
10781,3,1,46,35,40282
10782,3,1,-4,-4,-4
10783,3,1,67,76,76922
10784,3,1,-4,-4,-5
10785,3,1,-4,-4,-5
10786,3,1,27,29,30334
10787,3,1,43,43,33796
10788,3,1,40,41,33530
10789,2,1,40,48,48191
10790,2,1,58,67,70113
10791,2,1,-4,-4,-4
10792,3,2,56,58,53903
10793,3,2,68,74,71889
10794,2,2,27,33,33162
10795,3,1,25,21,20865
10796,2,1,16,13,13053
10797,2,1,45,40,30841
10798,2,2,46,38,37092
10799,2,1,17,17,16028
10800,3,2,46,54,44628
10801,3,1,44,46,47288
10802,3,2,41,43,39520
10803,1,1,-4,-4,-4
10804,2,1,68,61,58085
10805,3,2,23,21,14716
10806,3,2,26,20,11486
10807,3,2,-4,-4,-4
10808,3,2,77,68,70166
10809,2,2,27,25,27163
10810,2,2,13,14,9233
10811,3,2,77,73,72385
10812,3,1,60,45,35314
10813,2,1,34,29,27233
10814,2,2,14,16,16428
10815,2,2,-4,-4,-4
10816,3,2,25,29,30220
10817,3,1,37,32,29277
10818,1,2,84,80,78419
10819,3,1,27,23,28578
10820,3,1,25,26,27282
10821,1,1,36,43,35818
10822,3,1,41,37,31724
10823,2,1,48,42,40582
10824,3,1,96,95,87233
10825,3,1,-4,-4,-4
10826,3,1,28,31,26656
10827,2,1,-4,-4,-5
10828,3,2,82,78,62756
10829,3,2,63,70,57075
10830,3,1,94,94,96949
10831,2,1,14,12,8961
10832,2,2,49,47,51816
10833,3,2,70,68,75331
10834,1,1,65,52,43116
10835,3,2,53,48,37404
10836,3,1,64,62,50568
10837,2,2,88,92,94230
10838,3,1,85,73,71450
10839,3,1,56,56,49813
10840,3,1,87,70,70372
10841,2,1,27,27,26451
10842,1,1,16,16,14302
10843,3,1,46,46,48237
10844,2,1,10,13,20076
10845,3,1,49,46,44762
10846,3,1,32,38,26478
10847,2,1,19,20,12506
10848,2,1,30,22,20721
10849,3,1,42,31,26024
10850,3,1,91,86,78186
10851,2,1,-4,-4,-5
10852,1,1,9,9,12210
10853,2,1,5,5,5233
10854,3,1,16,13,10642
10855,2,1,6,7,7888
10856,3,1,41,32,28509
10857,3,1,26,25,18061
10858,1,1,40,43,35241
10859,2,1,35,38,40394
10860,3,1,25,29,31831
10861,2,2,7,8,4976
10862,2,2,32,36,31478
10863,3,2,46,42,35765
10864,2,2,-4,-4,-5
10865,1,2,39,29,33110
10866,2,1,14,9,7419
10867,2,1,17,21,21440
10868,3,2,63,43,50447
10869,2,2,10,7,5249
10870,2,2,52,57,55747
10871,3,2,-4,-4,-4
10872,2,2,77,74,65529
10873,2,1,34,37,33168
10874,3,2,71,70,60108
10875,3,1,40,38,36699
10876,3,2,25,26,17919
10877,3,1,45,47,39737
10878,3,2,27,24,14709
10879,3,2,32,37,32839
10880,3,2,54,65,52113
10881,3,1,86,84,90877
10882,1,1,50,63,50756
10883,2,1,26,21,20426
10884,3,1,58,63,62334
10885,3,1,62,63,43787
10886,3,1,88,95,92595
10887,3,1,47,59,55903
10888,3,1,74,77,80672
10889,3,1,49,46,46847
10890,3,1,97,95,91641
10891,3,1,42,45,53298
10892,3,1,79,80,78949
10893,2,1,30,28,25470
10894,2,1,63,54,47506
10895,3,1,16,15,21232
10896,2,1,19,21,25902
10897,2,1,-4,-4,-5
10898,2,2,22,26,18286
10899,2,1,-4,-4,-4
10900,3,2,31,27,30780
10901,3,2,30,31,28733
10902,3,1,43,48,49611
10903,2,1,27,39,44867
10904,3,2,67,63,61944
10905,3,1,-4,-4,-4
10906,2,2,72,57,62814
10907,3,1,17,19,24368
10908,2,1,14,12,4708
10909,3,1,65,49,38854
10910,3,1,-4,-4,-4
10911,3,1,15,18,10723
10912,3,1,-4,-4,-4
10913,2,1,56,54,50012
10914,3,1,45,49,47520
10915,3,1,62,53,37755
10916,3,1,87,85,87026
10917,3,1,73,63,63883
10918,2,1,46,53,47801
10919,3,1,83,74,64716
10920,2,1,49,47,49961
10921,2,1,22,19,12601
10922,3,1,58,48,44035
10923,3,2,57,49,53958
10924,3,2,87,90,85278
10925,1,2,29,32,21047
10926,2,2,93,90,76911
10927,2,1,95,96,89276
10928,3,1,67,62,62632
10929,3,2,67,66,60164
10930,3,2,84,87,89914
10931,3,2,75,68,62556
10932,1,2,43,44,47765
10933,2,2,38,32,26518
10934,3,1,53,61,51619
10935,3,1,77,69,51255
10936,1,1,69,63,61637
10937,3,1,58,51,52225
10938,3,1,40,33,30934
10939,3,1,83,62,67723
10940,3,1,44,49,34955
10941,3,1,11,10,8855
10942,3,1,94,84,86030
10943,2,1,27,29,32603
10944,3,2,73,71,63937
10945,1,1,39,51,50287
10946,3,2,64,67,73340
10947,3,1,-4,-4,-4
10948,2,2,58,54,47909
10949,3,1,87,90,85643
10950,2,1,68,62,46781
10951,2,2,18,20,11339
10952,3,2,46,42,47315
10953,3,1,-4,-4,-5
10954,3,1,-4,-4,-4
10955,2,1,54,53,43783
10956,2,1,23,25,26560
10957,3,2,99,98,96042
10958,2,2,37,32,32524
10959,3,2,72,67,60173
10960,3,2,82,73,74370
10961,3,1,-4,-4,-5
10962,1,1,-4,-4,-4
10963,2,1,27,21,15819
10964,3,2,73,65,64334
10965,2,1,26,32,31792
10966,3,1,41,61,51548
10967,3,1,9,6,6722
10968,2,1,20,29,31499
10969,1,1,25,30,26311
10970,2,1,44,42,52075
10971,3,1,55,56,57278
10972,2,1,20,17,15147
10973,3,2,82,73,71254
10974,2,2,26,25,24006
10975,3,1,71,66,58802
10976,3,2,-4,-4,-4
10977,1,2,72,70,80524
10978,3,2,65,61,51822
10979,3,2,-4,-4,-4
10980,2,1,17,19,12757
10981,3,2,93,84,83098
10982,3,1,-4,-4,-5
10983,3,1,13,15,11427
10984,2,1,14,18,13877
10985,3,1,54,47,37523
10986,3,2,88,86,86605
10987,3,2,97,91,91587
10988,3,1,46,46,47103
10989,3,1,21,25,23495
10990,1,1,25,27,29607
10991,2,1,24,29,26252
10992,3,1,90,84,78195
10993,2,1,18,31,21297
10994,3,1,35,34,29850
10995,3,1,29,31,23664
10996,3,1,30,29,19881
10997,3,1,75,65,44453
10998,3,1,45,39,43460
10999,3,1,76,76,62725
11000,3,1,78,70,73974
11001,1,1,6,6,7595
11002,3,1,63,66,54413
11003,3,1,68,72,76706
11004,3,1,81,68,58940
11005,1,1,12,15,10926
11006,2,1,14,18,17605
11007,2,1,-4,-4,-4
11008,3,1,49,50,46199
11009,3,1,91,77,68160
11010,3,1,69,67,49696
11011,2,1,7,10,8687
11012,3,1,10,12,6803
11013,3,1,64,51,51214
11014,1,1,68,58,69051
11015,3,1,89,73,58979
11016,3,1,70,68,70964
11017,3,1,35,35,27750
11018,3,1,48,42,41853
11019,1,1,16,19,13929
11020,3,2,44,42,43795
11021,2,2,20,29,19180
11022,3,2,-4,-4,-5
11023,3,1,23,28,28058
11024,3,1,-4,-4,-4
11025,2,2,34,32,22958
11026,3,1,46,53,56430
11027,3,1,55,46,37578
11028,3,2,67,73,77392
11029,3,2,70,75,78903
11030,3,1,34,28,20420
11031,3,2,60,63,68762
11032,3,1,86,92,93600
11033,3,2,97,86,85352
11034,3,2,57,54,69361
11035,3,2,69,48,52704
11036,3,1,83,81,69947
11037,3,1,22,15,15108
11038,3,1,60,70,82425
11039,3,1,32,39,46696
11040,3,1,38,42,37255
11041,1,1,37,42,45809
11042,3,1,14,11,11777
11043,2,1,29,36,28679
11044,2,1,43,42,29362
11045,2,1,36,39,28259
11046,3,1,21,25,17604
11047,3,1,54,61,52926
11048,3,1,69,67,69966
11049,1,1,12,14,12840
11050,3,1,12,16,19144
11051,2,1,-4,-4,-4
11052,2,1,74,75,69011
11053,3,1,72,73,80092
11054,2,1,39,34,27359
11055,3,1,7,8,10911
11056,3,1,12,11,12318
11057,3,1,93,86,85423
11058,3,1,99,95,91105
11059,3,1,31,32,28375
11060,3,1,16,14,15042
11061,3,1,71,64,52834
11062,2,1,35,30,34306
11063,3,1,-4,-4,-4
11064,1,1,79,71,73503
11065,2,1,23,19,11506
11066,3,1,98,94,92370
11067,3,1,8,5,5783
11068,2,1,17,23,24474
11069,2,1,16,15,13637
11070,2,1,7,10,8684
11071,2,1,53,57,48853
11072,2,1,38,29,26160
11073,3,1,83,72,63340
11074,2,1,39,33,30056
11075,3,1,67,63,48788
11076,3,1,70,82,80141
11077,1,1,28,21,18764
11078,2,1,13,10,8785
11079,3,1,73,53,53275
11080,3,1,44,35,28207
11081,3,1,32,43,33576
11082,2,1,25,27,15725
11083,2,1,36,27,30985
11084,3,1,7,4,2044
11085,1,1,8,9,9921
11086,3,1,44,48,53396
11087,2,1,17,19,16460
11088,2,1,13,11,9979
11089,3,1,69,62,43299
11090,3,1,22,19,23694
11091,2,1,32,27,22720
11092,3,1,16,13,11156
11093,3,1,-4,-4,-4
11094,3,1,-4,-4,-4
11095,3,1,17,13,15068
11096,2,1,8,8,7320
11097,2,1,26,35,29771
11098,3,2,37,34,28721
11099,3,2,92,88,83849
11100,2,2,30,35,37281
11101,2,2,27,24,24292
11102,2,1,17,13,13783
11103,2,2,46,38,31781
11104,2,2,8,9,9688
11105,3,1,36,25,31881
11106,3,1,8,7,5268
11107,2,2,20,18,23317
11108,3,2,55,54,58291
11109,1,1,47,39,34548
11110,3,1,56,53,49161
11111,3,1,84,74,70168
11112,3,1,38,32,27287
11113,3,1,51,40,38988
11114,3,1,57,61,47343
11115,3,2,86,82,78787
11116,3,2,76,78,80636
11117,3,1,77,64,69419
11118,1,1,-4,-4,-4
11119,3,1,54,53,58393
11120,3,1,84,80,74532
11121,3,1,45,35,25291
11122,3,2,56,74,77208
11123,1,2,67,70,61572
11124,2,1,27,27,21809
11125,2,2,13,12,8485
11126,3,1,36,42,35697
11127,3,1,63,55,43919
11128,1,1,42,43,40606
11129,3,1,56,75,55905
11130,2,2,44,32,32222
11131,3,2,92,84,84696
11132,3,2,57,63,65396
11133,3,2,80,73,76931
11134,3,2,77,71,64910
11135,3,2,-4,-4,-4
11136,2,2,54,52,44370
11137,3,2,67,42,40332
11138,3,1,21,19,17817
11139,3,1,35,35,24787
11140,3,1,28,27,18608
11141,3,1,30,25,25583
11142,1,1,56,46,46857
11143,3,1,38,38,32037
11144,2,2,46,39,34599
11145,3,2,56,62,63736
11146,3,2,45,38,39142
11147,3,2,46,36,40748
11148,3,2,81,77,73498
11149,3,2,93,84,82545
11150,3,2,74,58,42269
11151,3,2,58,50,43405
11152,3,2,80,76,78977
11153,2,2,35,32,27733
11154,3,1,91,86,82117
11155,2,2,62,70,66777
11156,2,1,26,16,15443
11157,1,1,35,27,17747
11158,3,1,36,50,43111
11159,3,2,49,56,46290
11160,3,2,89,84,89115
11161,2,2,57,58,46193
11162,2,2,30,30,22190
11163,3,2,43,38,25703
11164,3,2,45,46,48904
11165,3,1,65,45,44793
11166,3,1,38,31,27951
11167,3,1,18,21,17312
11168,3,2,79,58,57667
11169,3,2,34,32,23034
11170,3,2,82,85,76103
11171,3,2,99,99,96932
11172,3,2,87,78,77947
11173,3,2,-4,-4,-5
11174,3,2,99,96,92622
11175,3,2,83,78,74425
11176,2,2,22,22,23390
11177,3,2,76,73,67776
11178,2,1,18,19,10669
11179,2,1,32,22,20165
11180,2,2,72,81,73669
11181,3,1,57,48,34892
11182,3,2,56,43,40317
11183,3,2,47,35,26616
11184,2,2,11,12,16138
11185,3,1,24,25,24985
11186,1,1,20,15,7958
11187,3,2,23,21,17223
